Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
39.0,12233379580,95585,127984.3,3000.0,1720,17222335,667944.1,cudaMemcpyAsync
32.0,10041791914,1052120,9544.3,3700.0,2140,13903280,38066.3,cudaLaunchKernel
23.0,7223097172,742159,9732.5,3700.0,2140,11940747,47456.7,cudaLaunchKernelExC_v11060
1.1,343231821,8,42903977.6,42046487.5,1970,89935510,45667498.6,cudaHostAlloc
1.1,329811389,590040,559.0,170.0,150,984907,3638.4,cudaStreamSetAttribute_v11000
1.0,315950854,1195,264394.0,310977.0,1540,19395753,705151.1,cudaMalloc
0.6,199568821,1188,167987.2,186354.5,1550,17097252,558546.1,cudaFree
0.6,198578468,272,730067.9,74172.0,55811,177909276,10782715.0,cudaMemGetInfo
0.5,164383690,1052120,156.2,70.0,60,166184,1103.4,cuKernelGetName
0.5,143832829,21,6849182.3,7471699.0,1776030,17169624,4789330.3,cuLibraryLoadData
0.2,71598597,4355,16440.6,3860.0,2740,36313212,559307.5,cudaStreamSynchronize
0.2,53347311,8,6668413.9,6713860.0,2750,13488302,7026211.0,cudaFreeHost
0.0,15143368,610,24825.2,19540.5,3110,242105,19484.4,cuLaunchKernel
0.0,13122510,474,27684.6,3120.0,330,6005565,279493.2,cudaEventSynchronize
0.0,12684533,768,16516.3,19375.5,90,108363,14284.6,cudaMemsetAsync
0.0,10779742,610,17671.7,775.0,200,5712638,251318.7,cuKernelGetFunction
0.0,10741364,254,42288.8,39796.0,30891,175223,13204.0,cudaMemcpy
0.0,5162531,2,2581265.5,2581265.5,5490,5157041,3642696.6,cudaMallocAsync_v11020
0.0,2658451,537,4950.6,2340.0,280,44501,7435.1,cudaEventRecord
0.0,1498722,3240,462.6,150.0,70,72782,3271.9,cuTensorMapEncodeTiled
0.0,1363175,3243,420.3,190.0,120,123033,3115.4,cudaGetDriverEntryPointByVersion_v12050
0.0,540152,42,12860.8,315.0,150,493541,76019.1,cudaEventCreateWithFlags
0.0,435215,1,435215.0,435215.0,435215,435215,0.0,cudaDeviceGetDefaultMemPool_v11020
0.0,189754,880,215.6,180.0,60,1250,134.7,cuGetProcAddress_v2
0.0,87772,2,43886.0,43886.0,34051,53721,13908.8,cudaMemset
0.0,79261,58,1366.6,875.0,280,6160,1282.7,cuLibraryGetKernel
0.0,22232,11,2021.1,1630.0,520,6850,1758.3,cudaEventDestroy
0.0,21541,2,10770.5,10770.5,10251,11290,734.7,cudaFreeAsync_v11020
0.0,19710,2,9855.0,9855.0,9590,10120,374.8,cudaStreamCreateWithFlags
0.0,17790,3,5930.0,6000.0,4250,7540,1646.1,cudaDeviceSynchronize
0.0,14340,7,2048.6,2240.0,250,4640,1759.3,cudaEventCreate
0.0,11410,2,5705.0,5705.0,5310,6100,558.6,cudaStreamDestroy
0.0,5900,4,1475.0,1490.0,1140,1780,274.3,cuInit
0.0,4080,1,4080.0,4080.0,4080,4080,0.0,cudaStreamWaitEvent
0.0,3930,3,1310.0,460.0,150,3320,1747.6,cuModuleGetLoadingMode
0.0,2210,1,2210.0,2210.0,2210,2210,0.0,cudaMemPoolSetAttribute_v11020
0.0,1840,4,460.0,325.0,60,1130,463.8,cudaGetDeviceProperties_v12000
0.0,1711,2,855.5,855.5,760,951,135.1,cuStreamGetCaptureInfo_v2
